psp_name;grid_easting;grid_northing;typetable;pvoltage;firm_cap;mindemand;maxdemand;rpf;gentot;demtot;genhr;demhr;fl_break_d;fl_break_r;fl_make_d;fl_make_r;fl;worst_tap;gen_voltage_constraint;upgenconst;dem_voltage_constraint;gsp_hm_constraint_manual;odp_primary_name;updemconst;upstreamname;gsp_name;genconstraint;demconstraint;worst_case_constraint_gen_colour;worst_case_constraint_dem_colour;substation_location;fault_level_
Armouries Drive;431064.0;432808.0;Primary;11.0;30.0;2.85786700248718;10.9399995803833;1.0;0.432;6.751;29.5015007629395;12.3090004196167;8.83894;19.99731;23.47633;49.99329;0.72975492477417;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Armouries Drive;No;Low Road;Skelton Grange;Green;Green;Green;Green;53.79066604669437, -1.5299547015469377;72.975492477417
Bailiff Bridge;414739.0;425009.0;Primary;11.0;24.0;2.01999998092651;8.53999996185303;0.0;0.0;0.0;0.0;15.460000038147;9.445671;13.1216;24.85693;32.80399;0.757741034030914;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bailiff Bridge;No;Brighouse 132/33kV;Elland;Green;Green;Green;Green;53.721283717354915, -1.7781209881894275;75.7741034030914
Barden Friar;413453.0;493595.0;Primary;20.0;5.0;1.05999994277954;1.25;1.0;0.0;0.0;0.0;0.0;3.58;25.0;7.4;62.5;0.822285711765289;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Barden Friar;GSP Constraint;Leeming Bar/Skeeby;Norton;Green;Green;Green;Green;54.33773824870694, -1.7945973889299134;82.2285711765289
Barnburgh;447257.0;403886.0;Primary;11.0;24.0;-5.15000009536743;7.78999996185303;1.0;0.0;0.0;0.0;0.0;11.58671;25.0;29.56935;62.5;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Barnburgh;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.52951582837444, -1.2885647309417902;100.065362453461
Barnsley Road;436413.0;390618.0;Primary;11.0;30.0;3.42000007629395;7.78000020980835;1.0;0.0;0.0;0.0;22.2199997901917;8.837607;19.99731;23.264;49.99329;1.03409600257874;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Barnsley Road;No;Pitsmoor 3/4;Pitsmoor 3/4;Red - Fault Level;Red - Fault Level;Red;Red;53.411123505111995, -1.4536775911945594;103.409600257874
Barrack Road;424127.0;564537.0;Supply Point;33.0;114.0;22.9599990844727;70.3000030517578;1.0;6.3;6.995;0.0;36.5313;13.27;17.5;39.04;44.6;0.875336349010468;0.0;Data Not Available;NO;Data Not Available;R;Barrack Road;Upstream Constraint;Stella North;Stella North;Green;Green;Green;Green;54.97486621507527, -1.624607814683639;87.5336349010468
Barugh 132/66kV;431899.0;408615.0;Supply Point;66.0;98.0;16.3999996185303;58.5400009155273;0.0;0.23;9.5;16.1699996185303;29.9599990844727;6.305518;13.1216;17.65772;32.80399;1.0;0.0;Data Not Available;NO;Data Not Available;R;Barugh 132/66kV;NO;West Melton Section 3;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.5731735670361, -1.5197592682288787;100.0
Barwick;437325.0;435841.0;Primary;11.0;23.0;2.73000001907349;11.0100002288818;0.5;0.29;0.764;0.0;11.2259997711182;7.992968;13.1216;21.92325;32.80399;0.910400032997131;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Barwick;No;Whinmoor;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.81751522480669, -1.4345560125544454;91.0400032997131
Beighton;444899.0;384683.0;Primary;11.0;25.0;-2.50999999046326;17.6599998474121;1.0;22.4;1.8;0.0;5.54000015258789;9.142197;19.99731;26.30232;49.99329;0.852021276950836;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Beighton;No;Thurcroft;Thurcroft;Green;Green;Green;Green;53.357128054213035, -1.3268667448652565;85.20212769508359
Belmont;429869.0;543260.0;Primary;11.0;32.0;7.21000003814697;21.7652950286865;0.0;0.0;0.0;0.0;10.2347049713135;10.929;13.1;32.1271;32.8;0.979484856128693;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Belmont;No;Potter House;Spennymoor GSP;"Red - Fault Level; Amber - Voltage";Red - Fault Level;Red;Red;54.78336052416487, -1.5371016901147982;97.94848561286929
Belmont Avenue;457173.0;401961.0;Primary;11.0;23.0;5.65999984741211;19.1599998474121;0.0;0.0;0.0;0.0;0.0;8.438308;13.1216;24.19354;32.80399;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Belmont Avenue;GSP Constraint;Mallard Way;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.51123200762924, -1.139342374221945;100.065362453461
Belthorpe Lane;479337.0;454613.0;Primary;11.0;8.0;0.620000004768372;3.67000007629395;1.0;0.0;0.0;0.0;4.32999992370605;4.982438;24.98352;12.15246;62.4588;0.993019342422485;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Belthorpe Lane;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.981493925961715, -0.7916972661456813;99.3019342422485
Beverley 132/33kV;504395.0;437245.0;Supply Point;33.0;104.3;0.129999995231628;78.0100021362305;1.0;160.259;2.8818;0.0;23.4081978637695;15.29;17.49546;42.31;43.73866;0.967336595058441;0.0;Data Not Available;NO;Data Not Available;R;Beverley 132/33kV;NO;Creyke Beck;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.82100640169143, -0.41565108221513525;96.7336595058441
Billet Lane;488380.0;414141.0;Primary;11.0;24.0;1.61000001430511;10.9899997711182;1.0;0.2;4.76;0.0;0.0;11.48441;24.98352;30.12697;62.4588;1.0;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Billet Lane;GSP Constraint;Scunthorpe North;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.6163680188226, -0.6654381381087832;100.0
Bingley 33/11kV;410566.0;439641.0;Primary;11.0;24.0;3.07999992370605;13.3800001144409;1.0;0.0;0.0;0.0;10.6199998855591;11.0724;16.00835;29.43366;40.02087;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bingley 33/11kV;No;Bingley 132/33kV;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.85289547603423, -1.8408628610718138;92.1568632125854
Blackburn Meadows 33/11kV;439556.0;391511.0;Primary;11.0;24.0;3.17000007629395;13.0699996948242;0.0;1.1;2.0;0.0;0.0;11.57036;13.1216;31.68067;32.80399;1.00065362453461;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Blackburn Meadows 33/11kV;GSP Constraint;Blackburn Meadows B;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.41892429384259, -1.4062860590051003;100.065362453461
Boroughbridge/Roecliffe Industrial;438430.0;465842.0;Primary;11.0;15.0;1.0;10.0;0.0;0.0;0.0;0.0;5.0;6.74;20.0;17.49;50.0;0.593946218490601;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Boroughbridge/Roecliffe Industrial;No;Wormald Green 132/33kV;Knaresborough;Amber - Voltage;Green;Amber;Green;54.08706162904353, -1.4140068682405411;59.3946218490601
Bowesfield;444199.0;517625.0;Supply Point;33.0;108.0;16.6800003051758;71.0299987792969;1.0;98.584;17.1502;0.0;0.0;12.35;17.5;37.46;44.6;0.839910328388214;0.0;Data Not Available;NO;Data Not Available;R;Bowesfield;Upstream Constraint;Norton;Norton;Green;Green;Green;Green;54.55195012341082, -1.3181727537384325;83.9910328388214
Bramhope;424738.0;442986.0;Primary;11.0;8.0;0.899999976158142;4.8600001335144;0.0;0.0;0.0;0.0;3.1399998664856;4.381201;13.1216;10.43843;32.80399;0.921568632125854;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bramhope;No;Menston;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.88248061371094, -1.6251602574840387;92.1568632125854
Bransholme;511739.0;433935.0;Supply Point;33.0;117.0;0.0;46.4500007629395;1.0;43.865;1.22;0.0;69.3299992370605;13.43785;17.49546;36.78968;43.73866;0.841125071048737;0.0;Data Not Available;NO;Data Not Available;R;Bransholme;NO;Creyke Beck;Creyke Beck;Green;Green;Green;Green;53.78974466621079, -0.3053424796737963;84.1125071048737
Brenda Trading;450872.0;530326.0;Primary;11.0;30.0;5.69999980926514;21.0799999237061;0.0;0.1;3.0333;0.0;5.88670007629394;9.96;13.1;29.23;32.8;0.891158521175385;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Brenda Trading;No;Hartmoor;Hartmoor;Amber - Voltage;Green;Amber;Green;54.6654548431175, -1.2128161421270425;89.1158521175385
Burton Pidsea;525603.0;432504.0;Primary;11.0;9.0;-9.04248905181885;3.91000008583069;1.0;0.0;0.0;0.0;5.08999991416931;7.534911;13.1216;19.68219;32.80399;0.993019342422485;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Burton Pidsea;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.773732733591494, -0.09559754809566692;99.3019342422485
Burton Road;437245.0;408388.0;Primary;11.0;23.0;6.57999992370605;14.8800001144409;1.0;0.0;0.0;29.5799999237061;8.11999988555908;9.392122;13.1216;25.69767;32.80399;1.0;11.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Burton Road;No;Hunningley;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.570782204364605, -1.4390592744336541;100.0
Calder Wharf;422886.0;420397.0;Primary;11.0;23.0;3.21000003814697;13.3199996948242;1.0;0.0;0.0;0.0;9.68000030517578;11.96169;13.1216;31.44992;32.80399;0.958722293376923;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Calder Wharf;No;Thornhill 132kV;Elland;Red - Fault Level;Red - Fault Level;Red;Red;53.679539416707414, -1.65500105943019;95.8722293376923
Camblesforth;466011.0;426352.0;GSP;66.0;200.0;-100.0;31.0;1.0;411.326;9.192;0.0;159.808;16.77;25.0;45.58;62.5;0.729280054569244;0.0;Data Not Available;NGET;Data Not Available;R;Camblesforth;NGET;NGET;Camblesforth;Green;Green;Green;Green;53.729397328706725, -1.000930801109488;72.92800545692441
Carley Hill;438773.0;559389.0;Primary;11.0;24.0;4.80999994277954;16.1100006103516;1.0;0.0;0.0;28.8099999427795;7.88999938964844;10.56;13.1;29.5;32.8;0.931003630161285;3.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Carley Hill;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.92768686831829, -1.3965053825521012;93.1003630161285
Carlin How T3 T4;470583.0;519096.0;Primary;11.0;24.0;2.94000005722046;15.6199998855591;0.0;0.0;0.0;0.0;8.38000011444092;9.57;20.0;25.65;50.0;0.872222185134888;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Carlin How T3 T4;No;Lackenby;Lackenby;Red - Voltage;Green;Red;Green;54.562182305550245, -0.909976010439732;87.2222185134888
Carr Lane;443595.0;424366.0;Primary;11.0;19.0;3.53999996185303;12.8900003433228;1.0;0.0;0.0;0.0;6.10999965667725;8.950313;13.1216;23.05197;32.80399;0.910400032997131;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Carr Lane;No;Kirkhaw Lane;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.71389824613615, -1.340944423833328;91.0400032997131
Clarence Road;430745.0;433067.0;Primary;11.0;23.0;3.91000008583069;13.5500001907349;1.0;0.42;2.316;26.4900000858307;7.13399980926514;7.790153;13.1216;21.41706;32.80399;0.72975492477417;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Clarence Road;No;Low Road;Skelton Grange;Green;Green;Green;Green;53.79301272292589, -1.5347709424870328;72.975492477417
Clarendon Street;508700.0;428977.0;Primary;11.0;23.0;4.21000003814697;13.4099998474121;1.0;0.0;0.0;0.0;9.59000015258789;11.71646;13.1216;30.84817;32.80399;0.940378367900848;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Clarendon Street;No;Hull South;Creyke Beck;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.74584338642564, -0.3531958379499986;94.0378367900848
Claywheels Lane;433137.0;391308.0;Primary;11.0;24.0;4.67000007629395;17.7900009155273;1.0;0.116;2.0;28.5540000762939;4.20999908447266;9.321249;13.1216;26.89586;32.80399;0.947014093399048;9.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Claywheels Lane;No;Neepsend;Neepsend;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.41754052471101, -1.5028864749877835;94.7014093399048
Close;424766.0;563492.0;Primary;11.0;32.0;8.31999969482422;22.4200000762939;1.0;0.126;2.7172;0.0;6.86279992370605;8.99;13.1;27.45;32.8;0.843520045280457;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Close;No;Dunston;Stella North;Amber - Voltage;Green;Amber;Green;54.96544465338424, -1.6147151199845844;84.3520045280457
Coneythorpe;438980.0;459531.0;Primary;11.0;22.0;3.11999988555908;14.8800001144409;0.5;1.1256;0.75;0.0;6.36999988555908;9.25;13.1;25.29;32.8;0.771036624908447;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Coneythorpe;No;Wormald Green 132/33kV;Knaresborough;Red - Voltage;Green;Red;Green;54.030302951382495, -1.4064082625360765;77.1036624908447
Consett;411695.0;551091.0;Primary;20.0;40.0;-10.0;22.4699993133545;1.0;0.0;0.0;0.0;0.0;6.86;25.0;18.99;62.5;1.05919992923737;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Consett;GSP Constraint;Annfield;Stella South;Red - Fault Level;Red - Fault Level;Red;Red;54.85448120260626, -1.819366160098375;105.919992923737
Conyard Road;530121.0;409175.0;Primary;11.0;23.0;1.97000002861023;7.98999977111816;0.5;0.0;0.0;0.0;0.0;10.20019;13.1216;25.49505;32.80399;0.7857825756073;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Conyard Road;GSP Constraint;Humberston;Grimsby West;Green;Green;Green;Green;53.56306388581415, -0.03685295471191746;78.57825756073001
Cornwall Street Direct;510410.0;430177.0;Primary;11.0;39.0;3.0;17.0;1.0;1.116;4.0;0.0;18.0;9.907708;13.1216;28.55104;32.80399;0.870352506637573;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Cornwall Street;Upstream Constraint;Cornwall Street;Creyke Beck;Green;Green;Green;Green;53.756265492787655, -0.3268497749901831;87.0352506637573
Crookesmoor Road;433992.0;387920.0;Primary;11.0;24.0;2.08999991416931;15.9300003051758;0.0;0.0;0.0;2.08999991416931;8.06999969482422;10.35923;13.1216;28.27896;32.80399;0.947014093399048;7.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Crookesmoor Road;No;Neepsend;Neepsend;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.38703430451117, -1.4903865147359374;94.7014093399048
Crowle;477804.0;412828.0;Primary;11.0;4.0;0.540000021457672;5.76999998092651;1.0;0.0;0.0;0.0;0.0;4.700436;13.1216;12.27714;32.80399;0.729298114776611;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Crowle;No;Camblesforth;Camblesforth;Green;Green;Green;Green;53.60624427806435, -0.8256029286256799;72.9298114776611
Dalton;416646.0;417515.0;Primary;11.0;24.0;3.65000009536743;13.8699998855591;0.0;0.0;0.0;3.65000009536743;5.56499862670899;9.995808;13.1216;26.87557;32.80399;0.81927752494812;10.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Dalton;Upstream Constraint;Saint Andrews Road 132/33kV;Skelton Grange;Green;Green;Green;Green;53.65387044661354, -1.7496217836861339;81.927752494812
Darley;421159.0;459640.0;Primary;11.0;8.0;1.51999998092651;3.60999989509583;1.0;0.0;0.0;0.0;4.39000010490417;3.68;25.0;9.12;62.5;0.593946218490601;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Darley;No;Wormald Green 132/33kV;Knaresborough;Amber - Voltage;Green;Amber;Green;54.032317199092695, -1.6784557494812977;59.3946218490601
Darlington 132/6kV Direct;429433.0;514791.0;Primary;6.0;12.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;18.2761;13.1;50.9732;32.8;1.55406105518341;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Darlington 132/6kV;GSP Constraint;Darlington 132/6kV;Norton;"Red - Fault Level; Red - Voltage";Red - Fault Level;Red;Red;54.52755279142222, -1.5467353388677365;155.406105518341
Darlington West;426722.0;515016.0;Primary;11.0;24.0;6.26999998092651;18.9200000762939;1.0;0.451;2.1124;0.0;0.0;9.12;13.1;27.82;33.4;0.847533643245697;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Darlington West;GSP Constraint;Darlington North;Norton;Red - Voltage;Green;Red;Green;54.52972440170788, -1.5886021164736215;84.7533643245697
Denby Grange;426936.0;415273.0;Primary;11.0;8.0;0.699999988079071;3.03133630752563;0.0;0.0;0.0;0.0;4.96866369247437;4.815119;13.1216;11.82292;32.80399;0.712683498859406;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Denby Grange;No;Thornhill 132kV;Elland;Green;Green;Green;Green;53.63329303482237, -1.5941312778112382;71.2683498859406
Dinnington;451870.0;386781.0;Primary;11.0;30.0;-3.64000010490417;14.6199998855591;1.0;0.0;0.0;0.0;15.3800001144409;11.97;19.99731;32.17;50.0;0.852021276950836;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Dinnington;No;Thurcroft;Thurcroft;Amber - Voltage;Green;Amber;Green;53.37534805420898, -1.221795626358237;85.20212769508359
Dowker Street;411679.0;416062.0;Primary;11.0;24.0;1.85000002384186;9.22000026702881;0.0;0.0;0.0;0.0;14.7799997329712;8.817514;13.1216;22.77224;32.80399;0.694191098213196;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Dowker Street;No;Lindley;Elland;Green;Green;Green;Green;53.640944068115935, -1.824825913577111;69.41910982131961
Dunston 66/11kV;421813.0;562855.0;Primary;11.0;24.0;3.69000005722046;12.9799995422363;0.0;0.26;5.7605;0.0;5.25950045776367;9.68;13.1;28.59;32.8;0.871646344661713;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Dunston 66/11kV;No;Dunston;Stella North;Amber - Voltage;Green;Amber;Green;54.95985780268754, -1.6608847765900703;87.1646344661713
Durkar Low Lane;432367.0;416989.0;Primary;11.0;24.0;4.09999990463257;16.4699993133545;1.0;0.0;0.0;28.0999999046326;7.53000068664551;10.29568;13.1216;27.09332;32.80399;1.0;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Durkar Low Lane;No;Wakefield Monckton Road;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.64840978142257, -1.5118253255571024;100.0
Ecclesfield;436489.0;394341.0;Primary;11.0;23.0;3.5;12.8800001144409;1.0;0.0;0.0;0.0;10.1199998855591;11.601;13.1216;30.67145;32.80399;1.0;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Ecclesfield;No;West Melton;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.444580983395625, -1.4521044129925782;100.0
Edlington;454314.0;398968.0;Primary;11.0;23.0;3.90000009536743;12.4399995803833;1.0;0.577;0.3244;0.0;10.2356004196167;10.29191;13.1216;26.42402;32.80399;0.852021276950836;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Edlington;No;Thurcroft;Thurcroft;Green;Green;Green;Green;53.48463490671797, -1.182966206810268;85.20212769508359
Elmhirst Lane 1;430682.0;405706.0;Primary;11.0;24.0;-1.02999997138977;3.00081658363342;1.0;0.0;0.0;16.1699996185303;20.9991834163666;11.11499;13.1216;28.98098;32.80399;1.0;9.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Elmhirst Lane 1;No;Barugh 132/66kV;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.54709972876618, -1.5384212769934988;100.0
Elmhirst Lane 2;430682.0;405706.0;Primary;11.0;24.0;1.45000004768372;7.80999994277954;1.0;0.0;0.0;25.4500000476837;16.1900000572205;11.11499;13.1216;28.98098;32.80399;1.0;12.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Elmhirst Lane 2;No;Hunshelf;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.54709972876618, -1.5384212769934988;100.0
Faraday Street;448675.0;519606.0;Primary;11.0;23.0;3.42000007629395;20.1022396087646;1.0;0.0;0.0;0.0;0.0;11.59;15.2;33.8;38.0;0.889473676681519;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Faraday Street;GSP Constraint;North Tees;Norton;Amber - Voltage;Green;Amber;Green;54.56934188311914, -1.248650572169695;88.9473676681519
Ferrybridge A;448216.0;424965.0;GSP;66.0;200.0;28.0;86.0;1.0;266.143;77.711;0.0;36.289;16.06;21.87;44.16;54.67;0.807755649089813;0.0;Data Not Available;NGET;Data Not Available;R;Ferrybridge A;NGET;NGET;Ferrybridge A;Green;Green;Green;Green;53.718876278566555, -1.27084182416316;80.7755649089813
Ferrybridge A 11kV;448216.0;424965.0;Primary;11.0;33.0;5.90000009536743;18.3174781799316;1.0;0.639;1.19;0.0;13.4925218200684;11.93838;13.1216;31.57431;32.80399;0.962514340877533;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Ferrybridge A 11kV;No;Ferrybridge A;Ferrybridge A;Red - Fault Level;Red - Fault Level;Red;Red;53.718876278566555, -1.27084182416316;96.2514340877533
First Avenue;508194.0;432929.0;Primary;11.0;24.0;5.1399998664856;18.2900009155273;0.0;0.21;0.75;0.0;4.95999908447266;10.22122;13.1216;26.56777;32.80399;0.967336595058441;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;First Avenue;No;Beverley 132/33kV;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.781454567912846, -0.35948164965433343;96.7336595058441
Firth Brown;491660.0;411684.0;Primary;11.0;24.0;1.08000004291534;6.15000009536743;1.0;0.0;0.0;0.0;0.0;13.49274;16.00835;34.51492;40.02087;1.0;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Firth Brown;GSP Constraint;Santon;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.59372740600993, -0.6165918096654682;100.0
Foss Islands;460962.0;452089.0;Primary;11.0;36.0;5.70000505447388;27.6000003814697;1.0;0.432;3.0716;0.0;5.32839961853027;8.99;13.1;29.42;32.8;0.896951258182526;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Foss Islands;No;Melrosegate;Osbaldwick;Green;Green;Green;Green;53.96130166434603, -1.0723505450971302;89.69512581825259
Fossway 33/11kV;427956.0;565108.0;Primary;11.0;24.0;3.75;15.6000003814697;0.5;0.167;2.8;15.583;5.59999961853027;9.50949;20.0;28.7094;50.0;0.700672686100006;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Fossway 33/11kV;No;Gosforth;Tynemouth;Green;Green;Green;Green;54.9797979931954, -1.5647356049392;70.0672686100006
Foxhills;488467.0;413722.0;Primary;11.0;18.0;2.72000002861023;14.3199996948242;0.0;1.34;1.32;0.0;0.0;12.10385;13.1216;33.8569;32.80399;1.03209686279297;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Foxhills;GSP Constraint;Scunthorpe North;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.61258830704622, -0.6642421970188123;103.209686279297
Fullerton Road;442186.0;391235.0;Primary;11.0;24.0;1.27999997138977;8.93507671356201;0.0;0.0;0.0;1.27999997138977;15.064923286438;5.491249;13.1216;14.78063;32.80399;0.776634633541107;10.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Fullerton Road;No;Templeborough 275/33kV;Templeborough 275/33kV;Green;Green;Green;Green;53.41624043995305, -1.366753156220113;77.66346335411069
Fylands Bridge;420716.0;527457.0;Primary;11.0;25.0;4.75;19.8299999237061;1.0;0.5803;1.02;0.0;4.15000007629395;9.29;13.1;28.11;32.8;0.857012212276459;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Fylands Bridge;No;Toronto;Spennymoor GSP;Amber - Voltage;Green;Amber;Green;54.64180692329412, -1.680532553895028;85.7012212276459
Gaisby Lane;415619.0;435976.0;Primary;11.0;23.0;3.66000008583069;13.1300001144409;0.0;0.0;0.0;0.0;0.0;11.33794;13.1216;29.39385;32.80399;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Gaisby Lane;Upstream Constraint;Bradford;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.819828838033615, -1.7642344227087061;92.1568632125854
Gibraltar Road;407275.0;425000.0;Primary;11.0;24.0;0.5;16.2399997711182;0.0;0.0;0.0;0.0;7.76000022888184;9.799747;13.1216;25.41416;32.80399;0.921568632125854;12.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Gibraltar Road;No;Holmfield;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.721358627098326, -1.8912314280472355;92.1568632125854
Gosforth;425335.0;568422.0;Supply Point;33.0;108.0;22.3600006103516;65.0800018310547;1.0;1.725;7.66;111.275;35.2599981689453;10.44;17.5;31.25;44.6;0.700672686100006;0.0;Data Not Available;NO;Data Not Available;R;Gosforth;NO;Tynemouth;Tynemouth;Green;Green;Green;Green;55.00971697730079, -1.6053941784606491;70.0672686100006
Greatham Direct;451261.0;526154.0;Primary;11.0;35.0;1.0;22.0;0.0;0.49;1.152;0.0;11.848;12.77;20.0;38.86;50.0;0.777199983596802;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Greatham;Upstream Constraint;Greatham;Saltholme;Amber - Voltage;Green;Amber;Green;54.62792668397759, -1.2075152501150204;77.7199983596802
Greyfriars Rd;457245.0;403629.0;Primary;11.0;24.0;1.97033631801605;7.22054004669189;0.5;0.0;0.0;0.0;0.0;8.316457;16.00835;22.93629;40.02087;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Greyfriars Rd;GSP Constraint;Doncaster Central;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.52621510584491, -1.1379526338914936;100.065362453461
Grimethorpe;441029.0;408425.0;Primary;11.0;25.0;-1.82151865959167;9.21000003814697;1.0;0.0;0.0;0.0;15.789999961853;12.91515;24.98352;32.94257;62.4588;0.807755649089813;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Grimethorpe;No;Ferrybridge A;Ferrybridge A;Green;Green;Green;Green;53.57083332379574, -1.3819181837099674;80.7755649089813
Grove Street;414153.0;416328.0;Primary;11.0;23.0;2.55999994277954;9.94999980926514;0.5;0.55;0.17;0.0;12.8800001907349;7.890695;13.1216;21.54858;32.80399;0.686525702476501;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Grove Street;No;Lindley;Elland;Green;Green;Green;Green;53.64327439480728, -1.787394087524091;68.6525702476501
