psp_name;grid_easting;grid_northing;typetable;pvoltage;firm_cap;mindemand;maxdemand;rpf;gentot;demtot;genhr;demhr;fl_break_d;fl_break_r;fl_make_d;fl_make_r;fl;worst_tap;gen_voltage_constraint;upgenconst;dem_voltage_constraint;gsp_hm_constraint_manual;odp_primary_name;updemconst;upstreamname;gsp_name;genconstraint;demconstraint;worst_case_constraint_gen_colour;worst_case_constraint_dem_colour;substation_location;fault_level_
Harraton Direct;429591.0;554480.0;Primary;11.0;36.0;10.0;20.0;1.0;1.277;3.5205;0.0;0.0;10.68;13.1;33.07;32.8;1.05919992923737;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Harraton;GSP Constraint;Harraton;Stella South;Red - Fault Level;Red - Fault Level;Red;Red;54.88420111720018, -1.5402804341202125;105.919992923737
Harrogate West;428724.0;454758.0;Primary;11.0;30.0;4.32999992370605;11.1800003051758;1.0;0.0;0.0;0.0;18.8199996948242;9.04;25.0;27.41;62.5;0.438560009002686;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Harrogate West;No;Harrogate 132/33kV;Knaresborough;Green;Green;Green;Green;53.988076812304634, -1.56342307001387;43.8560009002686
Haworth 1;404122.0;438012.0;Primary;11.0;30.0;1.21000003814697;5.23244667053223;1.0;0.0;0.0;0.0;24.7675533294678;7.551524;19.99731;18.68902;49.99329;0.921568632125854;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Haworth 1;No;Bingley 132/33kV;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.83834392664428, -1.9388434078052343;92.1568632125854
Haworth 2;404122.0;438012.0;Primary;11.0;30.0;0.300000011920929;3.82999992370605;1.0;0.0;0.0;0.0;26.1700000762939;7.551524;19.99731;18.68902;49.99329;1.16096258163452;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Haworth 2;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.83834392664428, -1.9388434078052343;116.09625816345199
Haxby Road T2 T3;460741.0;453799.0;Primary;11.0;15.0;1.52999997138977;11.2700004577637;0.0;0.0;0.0;0.0;3.72999954223633;8.77;13.1;25.12;33.4;0.803680002689362;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Haxby Road T2 T3;No;Melrosegate;Osbaldwick;Amber - Voltage;Green;Amber;Green;53.97669457410305, -1.075378365166139;80.3680002689362
Haxey;478869.0;399403.0;Primary;11.0;8.0;0.389999985694885;6.25799989700317;1.0;0.0;0.0;0.0;0.0;4.099065;16.00835;9.785677;40.02087;1.0;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Haxey;GSP Constraint;Blyton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.48544287675462, -0.8128912663340961;100.0
Hayton;481267.0;446498.0;Primary;11.0;15.0;1.13200151920319;13.7886047363281;0.0;0.845;0.8805;0.0;0.330895263671875;6.877531;19.99731;17.93854;49.99329;0.993019342422485;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hayton;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.90827606947412, -0.764431277879574;99.3019342422485
Hebden Bridge;398139.0;427036.0;Primary;11.0;8.0;0.0;2.95000004768372;1.0;0.0;0.0;0.0;5.04999995231628;3.802425;18.37024;9.496922;45.92559;0.954672992229462;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hebden Bridge;No;Sowerby Bridge 132/33kV;Elland;Red - Fault Level;Red - Fault Level;Red;Red;53.73970369231834, -2.0296929377074706;95.4672992229462
Hedworth;432935.0;562805.0;Primary;11.0;32.0;4.34000015258789;12.9899997711182;0.0;2.86;5.5136;1.48000015258789;13.4964002288818;10.78;13.1;29.62;33.4;0.931003630161285;3.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Hedworth;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.95880054186126, -1.4872083707444181;93.1003630161285
Hemsworth;441724.0;415623.0;Primary;11.0;10.0;1.89999997615814;8.35000038146973;0.0;0.0;0.0;0.0;1.64999961853027;4.644639;25.0;12.23342;62.5;0.807755649089813;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hemsworth;No;Ferrybridge A;Ferrybridge A;Green;Green;Green;Green;53.635472186818426, -1.3704632461428239;80.7755649089813
Holbeck;429758.0;432387.0;Primary;11.0;23.0;4.36999988555908;15.2299995422363;0.0;0.14;0.2684;4.22999988555908;7.50160045776367;8.996264;16.00835;24.90897;40.02087;0.72975492477417;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Holbeck;No;Low Road;Skelton Grange;Green;Green;Green;Green;53.78695824590043, -1.5498185156564936;72.975492477417
Holme Upon Spalding Moor;479395.0;434577.0;Primary;11.0;8.0;-1.0;5.53000020980835;0.0;0.0;0.0;0.0;2.46999979019165;3.496291;19.99731;7.708791;49.99329;0.967336595058441;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Holme Upon Spalding Moor;No;Beverley 132/33kV;Creyke Beck;"Red - Fault Level; Red - Voltage";Red - Fault Level;Red;Red;53.80144513878823, -0.7959983173794511;96.7336595058441
Hope;416535.0;382531.0;Primary;11.0;23.0;1.69000005722046;4.61999988555908;0.0;0.0;0.0;1.69000005722046;18.3800001144409;8.609014;13.1216;20.57427;32.80399;1.0;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Hope;No;Hunshelf;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.33942632619949, -1.753132418721603;100.0
Hull East 132/33kV;515204.0;429459.0;Supply Point;33.0;117.0;0.0;52.7799987792969;1.0;44.464;0.2352;0.0;0.0;12.92352;17.49546;37.19146;43.73866;0.850310981273651;0.0;Data Not Available;NO;Data Not Available;R;Hull East 132/33kV;Upstream Constraint;Saltend North;Saltend North;Green;Green;Green;Green;53.74877856400557, -0.25444122469422775;85.0310981273651
Hull East 33/11kV;515174.0;429445.0;Primary;11.0;23.0;2.67000007629395;12.9700002670288;1.0;0.0;0.0;0.0;0.0;8.147561;13.1216;28.46609;32.80399;0.867762982845306;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hull East 33/11kV;GSP Constraint;Hull East 132/33kV;Saltend North;Green;Green;Green;Green;53.748659411771335, -0.25490114730049507;86.7762982845306
Hull South;507035.0;427518.0;Supply Point;33.0;117.0;23.4799995422363;70.4499969482422;1.0;4.608;5.8;0.0;40.7500030517578;12.94956;17.49546;37.40495;43.73866;0.855191946029663;0.0;Data Not Available;NO;Data Not Available;R;Hull South;NO;Creyke Beck;Creyke Beck;Green;Green;Green;Green;53.73307918079442, -0.378936572108128;85.5191946029663
Hull West;501511.0;426270.0;Supply Point;33.0;101.3;9.72999954223633;48.0299987792969;1.0;88.34;15.142;0.0;38.1280012207031;13.04128;17.49546;36.12948;43.73866;0.826030850410461;0.0;Data Not Available;NO;Data Not Available;R;Hull West;NO;Creyke Beck;Creyke Beck;Green;Green;Green;Green;53.72296916236605, -0.4630497578146384;82.6030850410461
Humber Road;518118.0;416686.0;Primary;11.0;23.0;1.01999998092651;7.82999992370605;0.0;0.0;0.0;0.0;0.0;10.80233;13.1216;28.11593;32.80399;0.871593713760376;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Humber Road;GSP Constraint;Immingham;Grimsby West;Green;Green;Green;Green;53.633377819088885, -0.2151352527223242;87.1593713760376
Hunningley;436575.0;405894.0;Supply Point;33.0;117.0;2.8199999332428;33.2599983215332;1.0;2.58;0.0;110.44;83.7400016784668;9.765406;17.49546;26.94503;43.73866;1.0;0.0;Data Not Available;NO;Data Not Available;R;Hunningley;NO;West Melton Section 3;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.5484133683264, -1.449466955296594;100.0
ICI Fibres;458307.0;404983.0;Primary;11.0;23.0;-1.87000000476837;8.22999954223633;1.0;0.0;0.0;0.0;0.0;14.79724;19.99731;37.94057;49.99329;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;ICI Fibres;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.53826738937577, -1.1216831439902608;100.065362453461
Ilkley;410897.0;447880.0;Primary;11.0;23.0;1.17499995231628;11.9700002670288;1.0;0.128;0.7425;0.0;10.2874997329712;9.23529;13.1216;22.7823;32.80399;1.16096258163452;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Ilkley;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.926939024619685, -1.8355411682090308;116.09625816345199
Iveson House;425749.0;438261.0;Primary;11.0;23.0;3.05999994277954;12.1800003051758;1.0;0.0;0.0;26.0599999427795;10.8199996948242;10.30891;13.1216;27.56225;32.80399;0.840210139751434;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Iveson House;No;Kirkstall C/Ring Road Horsforth;Kirkstall B;Green;Green;Green;Green;53.83996498757845, -1.610175576703337;84.0210139751434
Kielder;370668.0;586908.0;Primary;20.0;4.0;0.0;1.29900002479553;1.0;0.0;0.0;4.0;;1.0;1.0;1.0;1.0;;1.0;Voltage Constraint;No;No Voltage Constraint;;Kielder;No;;;Red - Voltage;Green;Red;Green;55.17559499672968, -2.4620802746201313;
Killingworth;426950.0;571122.0;Primary;11.0;24.0;3.85999989509583;15.1700000762939;0.5;0.3;2.68;15.5599998950958;6.14999992370605;9.52;13.1;29.31;32.8;0.893597543239594;1.0;Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Killingworth;No;Gosforth;Tynemouth;Red - Voltage;Green;Red;Green;55.03389440530091, -1.5798892262794548;89.3597543239594
King George Dock;513616.0;429275.0;Primary;11.0;30.0;1.44000005722046;7.48999977111816;1.0;0.0;0.0;0.0;0.0;8.934261;25.0;23.8136;62.5;0.850310981273651;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;King George Dock;GSP Constraint;Hull East 132/33kV;Saltend North;Green;Green;Green;Green;53.747473656109754, -0.2785783594593098;85.0310981273651
Kirbymoorside;469514.0;484612.0;Primary;11.0;24.0;4.80000019073486;9.17000007629395;0.0;0.0;0.0;0.0;13.4764963378906;7.34;13.1;20.18;32.8;0.700653612613678;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Kirbymoorside;Upstream Constraint;Malton Grid;Osbaldwick;Amber - Voltage;Green;Amber;Green;54.252474998233076, -0.9345657082709011;70.0653612613678
Kirk Drive;415719.0;439610.0;Primary;11.0;23.0;2.07999992370605;10.8999996185303;0.0;0.0;0.0;0.0;12.1000003814697;7.917525;13.1216;20.45203;32.80399;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Kirk Drive;No;Menston;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.85248758583456, -1.7625309727178444;92.1568632125854
Kirkstall B;426639.0;434447.0;GSP;132.0;480.0;77.0;227.0;1.0;102.884;53.202;454.116;199.798;8.71;15.31;25.6;39.0;0.656410276889801;0.0;Data Not Available;NGET;Data Not Available;R;Kirkstall B;NGET;NGET;Kirkstall B;Green;Green;Green;Green;53.80564124531247, -1.5969794922707383;65.6410276889801
Kirkstall C/Ring Road Horsforth;427084.0;434561.0;Supply Point;33.0;117.0;10.8000001907349;76.6399993896484;1.0;0.637;4.1;127.163000190735;36.2600006103516;9.397691;25.00102;28.46973;62.50254;0.656410276889801;0.0;Data Not Available;NO;Data Not Available;R;Kirkstall C/Ring Road Horsforth;NO;Kirkstall B;Kirkstall B;Green;Green;Green;Green;53.80664296501945, -1.5902125582428568;65.6410276889801
Knostrop;433344.0;431851.0;Primary;11.0;24.0;-1.74000000953674;5.92000007629395;1.0;11.724;0.847;10.5359999904633;17.2329999237061;10.54839;13.1216;27.39311;32.80399;0.916205048561096;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Knostrop;No;Leeds East;Skelton Grange;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.7819243267574, -1.4954507411098237;91.62050485610959
Lea Road;481608.0;388920.0;Primary;11.0;16.0;2.85999989509583;10.7804727554321;0.0;0.0;0.0;0.0;0.0;7.636;13.1216;20.97381;32.80399;1.0;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Lea Road;GSP Constraint;Blyton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.39082109434801, -0.7743376192116845;100.0
Leam Central;428786.0;560431.0;Primary;20.0;8.0;0.0;0.699999988079071;1.0;0.0;0.0;8.0;7.30000001192093;3.24;9.2;8.1;23.5;0.931003630161285;2.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Leam Central;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.93772368185462, -1.5522350552800266;93.1003630161285
Ledston;442598.0;428324.0;Primary;11.0;23.0;2.57999992370605;11.3199996948242;0.0;0.0;0.0;0.0;11.6800003051758;10.87642;13.1216;26.83758;32.80399;0.82889449596405;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Ledston;No;Ferrybridge A;Ferrybridge A;Green;Green;Green;Green;53.74955281885838, -1.3555058484785447;82.889449596405
Lindley;411471.0;417615.0;Supply Point;33.0;117.0;21.1100006103516;65.9199981689453;1.0;1.64;3.026;0.0;48.0540018310547;10.25802;17.49546;30.02771;43.73866;0.686525702476501;0.0;Data Not Available;NO;Data Not Available;R;Lindley;NO;Elland;Elland;Green;Green;Green;Green;53.65490720620279, -1.8279152342434113;68.6525702476501
Linton;425141.0;592736.0;Supply Point;66.0;72.0;-54.9000015258789;46.9799995422363;1.0;2.51;88.98;0.0;0.0;5.78;31.5;16.79;77.75;0.945128202438354;0.0;Data Not Available;NO;Data Not Available;A;Linton;NO;Blyth 132kV;Blyth 132kV;Amber - Fault Level;Amber - Fault Level;Amber;Amber;55.22820669860082, -1.6062858712359809;94.5128202438354
Liversedge;420285.0;423550.0;Primary;11.0;23.0;2.23000001907349;9.52000045776367;0.0;0.939;1.714;1.29100001907349;11.7659995422363;10.3002;13.1216;26.67381;32.80399;0.813126802444458;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Liversedge;No;Heckmondwike;Skelton Grange;Green;Green;Green;Green;53.70798539120217, -1.6941722580239917;81.3126802444458
Lowfields;411274.0;421697.0;Primary;11.0;19.0;0.699999988079071;4.42000007629395;1.0;0.0;0.0;0.0;14.5799999237061;9.387465;13.1216;24.02263;32.80399;0.732308208942413;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Lowfields;No;Brighouse 132/33kV;Elland;Green;Green;Green;Green;53.69160088763016, -1.830749137707911;73.2308208942413
Lynemouth;429716.0;590240.0;Primary;20.0;38.0;-2.20000004768372;3.25999999046326;1.0;0.0;0.0;0.0;0.0;6.65;9.2;18.23;23.5;0.945128202438354;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;A;Lynemouth;Upstream Constraint;Linton;Blyth 132kV;"Red - Voltage; Amber - Fault Level";Amber - Fault Level;Red;Amber;55.205525714740055, -1.5346235256823497;94.5128202438354
Mallard Way;458863.0;400802.0;Supply Point;33.0;144.0;0.0;40.7999992370605;1.0;27.669;0.3525;0.0;0.0;12.852;31.5;34.0;78.8;1.00065362453461;0.0;Data Not Available;NO;Data Not Available;R;Mallard Way;Upstream Constraint;West Melton / Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.50062960052062, -1.114078873967846;100.065362453461
Malton Grid;479724.0;473431.0;Supply Point;66.0;82.0;22.9799995422363;64.6600036621094;0.0;416.34;3.8635;0.0;13.4764963378906;5.74;25.0;16.2;62.5;0.700653612613678;0.0;Data Not Available;NO;Data Not Available;R;Malton Grid;NO;Osbaldwick;Osbaldwick;Green;Green;Green;Green;54.15052406254009, -0.7808552168192258;70.0653612613678
Martongate;518967.0;469056.0;Primary;11.0;14.0;3.67000007629395;11.9499998092651;0.0;0.0;0.0;0.0;2.05000019073486;7.377233;13.1216;19.47661;32.80399;0.993019342422485;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Martongate;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;54.10364500447508, -0.18201306910301876;99.3019342422485
Meltham;410797.0;411036.0;Primary;11.0;23.0;1.03999996185303;7.34000015258789;0.0;0.0;0.0;0.0;15.6599998474121;7.13001;13.1216;18.55365;32.80399;0.686525702476501;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Meltham;No;Lindley;Elland;Green;Green;Green;Green;53.59578816863018, -1.8383387994666096;68.6525702476501
Menston;418050.0;443293.0;Supply Point;33.0;117.0;12.3100004196167;48.5400009155273;1.0;74.63;2.75;0.0;65.7099990844727;10.67764;17.49546;28.81995;43.73866;0.921568632125854;0.0;Data Not Available;NO;Data Not Available;R;Menston;NO;Bradford West;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.88551418366155, -1.7268813347642287;92.1568632125854
Millbank Lane;445506.0;516289.0;Primary;11.0;21.0;4.03000020980835;16.5;1.0;0.0;0.0;0.0;0.0;11.22;13.1;33.04;32.8;1.00731706619263;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Millbank Lane;GSP Constraint;Bowesfield;Norton;"Red - Fault Level; Red - Voltage";Red - Fault Level;Red;Red;54.539829109703696, -1.2981734974617585;100.73170661926301
Millroyd Street;414628.0;422679.0;Primary;11.0;15.0;4.76999998092651;11.5500001907349;1.0;0.0;0.0;0.0;3.44999980926514;8.138984;13.1216;21.96588;32.80399;0.706268966197968;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Millroyd Street;No;Brighouse 132/33kV;Elland;Green;Green;Green;Green;53.700344728977484, -1.7799122782778738;70.6268966197968
Moor Monkton Pumps;452640.0;457500.0;Primary;11.0;8.0;2.54702925682068;4.71999979019165;1.0;0.0;0.0;0.0;3.28000020980835;4.76;25.0;12.36;62.5;0.729372203350067;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Moor Monkton Pumps;No;Poppleton;Poppleton;Amber - Voltage;Green;Amber;Green;54.01084117295632, -1.1982403931351198;72.9372203350067
Moorside Road;418394.0;435360.0;Primary;11.0;23.0;3.65000009536743;12.9549999237061;1.0;0.0;0.0;0.0;0.0;11.35524;13.1216;29.23579;32.80399;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Moorside Road;Upstream Constraint;Bradford;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.814202187764806, -1.7221201496372887;92.1568632125854
Nab Lane;423614.0;426938.0;Primary;11.0;12.0;2.58999991416931;9.92000007629395;1.0;0.0;0.0;14.5899999141693;2.07999992370605;5.046307;19.99731;13.15766;49.99329;0.480399996042252;8.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Nab Lane;No;Heckmondwike;Skelton Grange;Green;Green;Green;Green;53.738297146371714, -1.6434836920783293;48.039999604225194
Neepsend;434229.0;389764.0;GSP;33.0;140.0;22.0;75.0;1.0;45.675;5.842;116.325;59.158;14.23;17.5;41.42;43.74;0.94695919752121;0.0;Data Not Available;NGET;Data Not Available;R;Neepsend;NGET;NGET;Neepsend;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.403593297341324, -1.4866240031546485;94.695919752121
Newby;502082.0;489285.0;Primary;11.0;24.0;3.49000000953674;12.2700004577637;0.0;0.107;0.3;0.0;11.4299995422363;9.48;13.1;26.1;32.8;0.795731723308563;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Newby;No;Scarborough Grid;Osbaldwick;Green;Green;Green;Green;54.28900516999646, -0.433278222124109;79.5731723308563
Newport 2;485986.0;430739.0;Primary;11.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;20.0;4.086441;24.98352;11.02983;62.4588;0.855962336063385;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Newport 2;No;Osgodby 3/4;Drax;Amber - Voltage;Green;Amber;Green;53.76591222720453, -0.6970210257298433;85.5962336063385
Ninelands Lane;441182.0;433130.0;Primary;11.0;23.0;2.52999997138977;13.3999996185303;0.0;0.0;0.0;0.0;9.60000038146973;7.818358;13.1216;19.7928;32.80399;0.910400032997131;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Ninelands Lane;No;Whinmoor;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.79286004564247, -1.3763375878914639;91.0400032997131
Norfolk Park;436797.0;385609.0;Primary;11.0;24.0;2.42000007629395;8.18000030517578;0.0;0.0;0.0;2.42000007629395;15.8199996948242;10.84809;13.1216;28.50084;32.80399;1.0459953546524;10.0;No Voltage Constraint;No;No Voltage Constraint;G;Norfolk Park;No;Norton Lees;Norton Lees;Red - Fault Level;Red - Fault Level;Red;Red;53.366075273118554, -1.4484830266450714;104.59953546524
Normanton;437839.0;422228.0;Primary;11.0;23.0;3.90000009536743;15.7529487609863;0.0;0.697;2.1868;0.0;5.06025123901367;7.986201;13.1216;22.11967;32.80399;0.918525516986847;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Normanton;No;Featherstone;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.695130407534705, -1.428412138551284;91.8525516986847
North Tees;447891.0;521875.0;Supply Point;66.0;150.6;-21.0;81.6699981689453;1.0;66.585;37.8185;0.0;0.0;14.99;31.5;44.97;77.75;0.600635349750519;0.0;Data Not Available;NO;Data Not Available;R;North Tees;Upstream Constraint;Norton;Norton;Green;Green;Green;Green;54.589805838786496, -1.2604066574510109;60.0635349750519
North Tees T1 T2;447891.0;521875.0;Primary;11.0;34.0;2.55999994277954;20.5400009155273;1.0;0.625;1.1825;0.0;0.0;13.53;20.0;40.37;50.0;0.807399988174438;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;North Tees T1 T2;GSP Constraint;North Tees;Norton;Amber - Voltage;Green;Amber;Green;54.589805838786496, -1.2604066574510109;80.7399988174438
Norton Lees;435270.0;383655.0;GSP;33.0;120.0;15.0;58.0;1.0;0.0;8.0;135.0;54.0;16.39;17.5;45.71;43.7;1.0459953546524;0.0;Data Not Available;NGET;Data Not Available;G;Norton Lees;NGET;NGET;Norton Lees;Red - Fault Level;Red - Fault Level;Red;Red;53.34861601723589, -1.4716466460310886;104.59953546524
Oakes Road;411693.0;417548.0;Primary;11.0;24.0;3.28999996185303;11.9300003051758;0.0;0.0;0.0;0.0;12.0699996948242;9.881301;13.1216;27.50557;32.80399;0.83848249912262;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Oakes Road;No;Lindley;Elland;Green;Green;Green;Green;53.654300134681975, -1.8245588143227904;83.84824991226199
Offerton;434946.0;554334.0;GSP;33.0;120.0;18.0;38.0;1.0;71.24;4.5778;66.76;77.4222;17.97;17.5;51.16;44.6;1.14708518981934;0.0;Data Not Available;NGET;Data Not Available;R;Offerton;NGET;NGET;Offerton;Red - Fault Level;Red - Fault Level;Red;Red;54.88254485076955, -1.4568312957305696;114.70851898193399
Osbaldwick;464108.0;451578.0;GSP;132.0;480.0;59.0;261.0;1.0;1435.344;11.7411;0.0;207.2589;10.72;15.3;31.65;46.9;0.700653612613678;0.0;Data Not Available;NGET;Data Not Available;R;Osbaldwick;NGET;NGET;Osbaldwick;Green;Green;Green;Green;53.95632998737675, -1.0245162101312506;70.0653612613678
Pallion Trading;437080.0;557323.0;Primary;11.0;24.0;0.948684215545654;15.9113187789917;0.5;2.09;3.4818;10.8586842155457;4.6068812210083;10.0;13.1;29.01;33.4;1.14708518981934;2.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Pallion Trading;No;Offerton;Offerton;"Red - Fault Level; Amber - Voltage";Red - Fault Level;Red;Red;54.90925038446149, -1.423187351009949;114.70851898193399
Park Hill;436088.0;387365.0;Primary;11.0;24.0;3.32894372940063;10.7299995422363;0.0;0.0;0.0;3.32894372940063;13.2700004577637;10.99529;25.0;29.70061;62.5;1.01314330101013;11.0;No Voltage Constraint;No;No Voltage Constraint;G;Park Hill;No;Sheffield City;Sheffield City;Red - Fault Level;Red - Fault Level;Red;Red;53.381907271395946, -1.4589373675115862;101.31433010101301
Park Road;424381.0;420982.0;Primary;11.0;23.0;3.61999988555908;15.5;0.0;2.14;0.745;0.0;6.755;11.64423;13.1216;30.1182;32.80399;0.918126165866852;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Park Road;No;Thornhill 132kV;Elland;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.68473008548809, -1.6323227254235158;91.81261658668521
Pasture Road South;504262.0;422463.0;Primary;11.0;20.0;2.60999989509583;14.5699996948242;1.0;0.0;0.0;0.0;0.0;6.350173;13.1216;14.56447;32.80399;1.0;9.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Pasture Road South;GSP Constraint;Santon;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.68822267113606, -0.42265449822829215;100.0
Patrington Road;527583.0;424228.0;Primary;11.0;8.0;-4.23999977111816;5.92999982833862;0.0;0.0;0.0;0.0;0.0;9.689384;13.1216;23.79099;32.80399;0.850310981273651;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Patrington Road;GSP Constraint;Hull East 132/33kV;Saltend North;Red - Voltage;Green;Red;Green;53.698909217279805, -0.06898318738814306;85.0310981273651
Penistone Road;434118.0;389039.0;Primary;11.0;20.0;1.62999999523163;8.59000015258789;0.0;0.0;0.0;1.62999999523163;11.4099998474121;11.55315;13.1216;30.9796;32.80399;0.947014093399048;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Penistone Road;No;Neepsend;Neepsend;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.39708401568931, -1.4883716226555166;94.7014093399048
Peterlee West;440530.0;540420.0;Primary;11.0;32.0;-1.21000003814697;10.4799995422363;1.0;0.0;0.0;0.0;17.7963;9.87;25.0;29.47;62.5;0.577598571777344;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Peterlee West;Upstream Constraint;Hartmoor;Hartmoor;Amber - Voltage;Green;Amber;Green;54.75709521033139, -1.3717428563767209;57.759857177734396
Pitsmoor 3/4;437032.0;389501.0;GSP;33.0;120.0;-18.0;47.0;1.0;120.23;0.0;0.0;73.0;15.93;17.5;45.19;43.7;1.03409600257874;0.0;Data Not Available;NGET;Data Not Available;R;Pitsmoor 3/4;NGET;NGET;Pitsmoor 3/4;Red - Fault Level;Red - Fault Level;Red;Red;53.40104083007158, -1.4444967313901556;103.409600257874
Pollington;462181.0;420890.0;Primary;11.0;9.0;-6.68929243087769;4.89078807830811;1.0;0.0;0.0;0.0;4.10921192169189;4.691443;13.1216;11.56747;32.80399;0.910400032997131;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Pollington;No;Kirkhaw Lane;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.680780708989445, -1.0600686053214698;91.0400032997131
Potter House;426342.0;545048.0;Supply Point;66.0;96.3;20.2600002288818;68.5800018310547;1.0;29.822;8.135;0.0;19.5849981689453;5.72;31.5;16.53;78.8;0.801025629043579;0.0;Data Not Available;NO;Data Not Available;R;Potter House;NO;Spennymoor GSP;Spennymoor GSP;Green;Green;Green;Green;54.799624606184054, -1.5917782737737503;80.1025629043579
